id,name,assoc_names,original_langauge,authors,genres,tags,start_year,licensed,original_publisher,english_publisher,complete_original,chapters_original_current,complete_translated,chapter_latest_translated,release_freq,activity_week_rank,activity_month_rank,activity_all_time_rank,on_reading_lists,reading_list_month_rank,reading_list_all_time_rank,rating,rating_votes,related_series_ids,recommended_series_ids,recommendation_list_ids
9329,The 8th Day’s Good Morning,"['8 Kame no Ohayou', '8日目のおはよう']",japanese,['霧島まるは'],"['josei', 'romance', 'slice of life']",['oneshot'],2015,,syosetu,,True,,,oneshot,2000.0,2000,2000,5163,319,2182,4933,3.4,29,,,[5471]
9322,The Witch and the Gourd of Stories,['物語のつぼと魔女'],japanese,"['kazahane hiromi', '風羽洸海']","['drama', 'fantasy']","['oneshot', 'witches']",2016,False,syosetu,,True,,,extra,2000.0,2000,2000,3798,606,1685,3920,4.6,68,,,"[2497, 1676]"
9314,10PM Door-to-Door Sales,"['Gogo Jyuji no Houmon Hanbai', '午後十時の訪問販売']",japanese,['ねずみの涙'],"['drama', 'slice of life', 'supernatural']","['cute story', 'oneshot', 'pets']",2016,,syosetu,,True,,,oneshot,2000.0,4469,5173,3649,499,2080,4216,4.2,68,,[9914],"[3797, 1942, 936]"
9309,Heard I’m a Hero,['听说我是个勇者'],chinese,['薄暮冰轮'],"['adventure', 'comedy', 'shounen ai']","['cooking', 'demon lord', 'fantasy world', 'heroes', 'oneshot']",2012,,jjwxc,,True,,,oneshot,366.0,4469,4283,3007,1136,6705,2856,4.1,100,,"[8129, 15428, 15298, 23376, 25793]","[9345, 8508, 8478, 8419, 7345]"
9157,Virtual Evolution,['虚实进化'],chinese,['百炼成殇'],"['action', 'drama', 'fantasy', 'sci-fi', 'xianxia']","['male protagonist', 'time travel', 'virtual reality']",2015,False,qidian,,True,1575 chapters,False,,618.0,2000,2000,5097,278,1855,5125,3.8,19,,,
10316,Digital Life (Absolut01),['數字生命'],chinese,"['absolut01', 'ge zi li de ye wan', 'night within the lattice', '格子裡的夜晚']",['sci-fi'],"['artificial intelligence', 'male protagonist']",,,qidian,,False,263 chapters,False,c1,1231.0,2000,2000,6031,54,6708,6526,4.0,5,,,
9269,Otome Gēmu no Akuyaku Demonai Reijō wa Fianse o Hitasura Aisuru,"['The lady who does not want to be the villain in the otome game loves her fiancé all the more.', '乙女ゲームの悪役でもない令嬢は婚約者をひたすら愛する']",japanese,['mizuki yukimi'],"['comedy', 'romance', 'school life']","['cute story', 'female protagonist', 'misunderstandings', 'oneshot', 'otome game', 'reincarnation']",2015,,syosetu,,True,,,short story,2000.0,4469,3838,3133,1775,1251,2120,4.1,123,,"[8122, 20363, 19924, 8781, 1793, 1929]","[5561, 5471, 4163, 3792, 3446]"
8480,Tensei Reijou wa Yancha Suru,"['The Reincarnated Lady Commits Mischief', 'The Reincarnated Lady Makes Mischief', '転生令嬢はやんちゃする']",japanese,['ナギ'],"['comedy', 'fantasy', 'shoujo', 'slice of life']","['fantasy world', 'female protagonist', 'lack of common sense', 'misunderstandings', 'multiple pov', 'nobles', 'sword and magic']",2016,,alpha polis,,False,230 chapters,False,c42,82.9,3777,4296,1307,2380,783,1617,3.8,102,,"[8399, 7893, 6612, 5280, 4354, 636]","[5882, 5560]"
7668,Ankoku Kishi wo Nugasanaide,['暗黒騎士を脱がさないで'],japanese,['shinichi kimura'],"['comedy', 'ecchi', 'romance', 'school life']","['beautiful female lead', 'male protagonist']",2015,False,fujimi shobo,,False,5 volumes,False,v1c2,448.3,2000,5182,4423,914,1859,3228,4.2,26,,,
9256,Can You Hear The Movement Of My Heart,['你可听见我的心在动'],chinese,"['li li xiang', '李李翔']",['romance'],"['female protagonist', 'modern day']",,,,,,,False,c1,1233.0,2000,2000,6121,184,2578,5680,3.0,10,,,
5089,Godly Thief Incarnation,"['(魔兽多塔之异世风云 ) is the prequel', 'Shén Tōu Huà Shēn', '神偷化身']",chinese,"['cocooned cow', '蚕茧里的牛']","['action', 'adventure', 'comedy', 'fantasy', 'martial arts', 'school life', 'sci-fi']","['dungeons', 'male protagonist', 'mercenaries', 'mmorpg', 'modern day', 'poor protagonist', 'protagonist with multiple bodies', 'sword wielder', 'thieves']",2012,,qidian,,True,497 chapters,False,c118,88.3,3777,4576,1802,1922,1268,1983,3.1,207,,"[7206, 2386, 1381, 4711, 15254, 12033]",[2368]
1979,Uchi no Meido wa Futeikei,"['My Maid Is a Formless Entity', 'Uchi no Meido ha Futeikei', 'うちのメイドは不定形']",japanese,"['morise ryou', 'shizukawa tassou']","['comedy', 'shounen', 'supernatural']","['magic', 'maids', 'male protagonist', 'monsters', 'shapeshifters']",2010,False,php,,False,2 volumes,False,v1c1,317.3,2000,2000,5770,281,3798,5117,3.5,10,,,[489]
6907,Kimi no Na wa,"['Namamu...', 'Your Name.', '君の名は.']",japanese,['makoto shinkai'],"['comedy', 'drama', 'gender bender', 'romance', 'school life', 'supernatural']","['adapted to anime', 'adapted to manga', 'adapted to movie', 'body swap', 'female to male', 'male to female', 'slow romance', 'time skip']",2016,True,kadokawa shoten,yen press,True,1 volumes,,c8,22.1,2787,3489,3295,732,4042,3580,4.4,56,,,"[9548, 211]"
9232,Kono Tsumibukaki Yoru Ni,"['In this sinful night', 'Kono tsumibukaki yoru ni', 'この罪深き夜に']",japanese,"['katsura izumi', '和泉 桂']","['psychological', 'romance', 'yaoi']",[],,,,,False,2 volumes,,c10.3,4.1,2000,2000,4853,395,6702,4600,3.7,24,,,[926]
5131,"Age of Lazurite, Tower of Glass","['Liuli Shi, Liuli Ta', '琉璃世琉璃塔']",chinese,"['yoshifumi hiroko', '吉文央子']","['drama', 'historical', 'josei', 'romance', 'tragedy']","['ancient china', 'female protagonist']",2015,False,qidian,,False,78,False,c10,139.2,2000,5184,5964,259,5512,5231,3.2,34,,,
9130,Heavenly Divine Secrets,"['TianShenJue', '天神诀']",chinese,"['tai yi sheng shui', '太一生水']","['action', 'adventure', 'martial arts', 'xuanhuan']","['adapted to manhua', 'artifacts', 'battle academy', 'clever protagonist', 'cultivation', 'male protagonist', 'martial spirits', 'mysterious family background', 'transmigration', 'transplanted memories', 'unique cultivation technique', 'weak to strong']",2016,False,qidian,,False,3386 chapters,False,c1,1237.0,2000,2000,5246,127,3830,6074,3.5,8,,,
6314,The Different World with the Red Star,['To a Different World with the Red Star'],japanese,['凜乃\u3000初'],"['action', 'fantasy']","['depictions of cruelty', 'fantasy world', 'gods', 'magic', 'male protagonist', 'monsters', 'overpowered protagonist', 'r-15', 'special abilities', 'transported to another world']",,,syosetu,,True,151 chapters,False,c3,363.3,2000,2000,3886,907,1600,3244,4.0,36,,,
287,Juvenile Medical God,"['Shao Nian Yi Xian', 'Thiếu Niên Y Tiên', 'Young Immortal Doctor', '少年医仙']",chinese,"['zhu mei', '逐沒']","['action', 'comedy', 'harem', 'martial arts', 'mature', 'school life', 'seinen', 'xianxia']","['arranged marriage', 'childhood friends', 'clever protagonist', 'criminals', 'cultivation', 'doctors', 'male protagonist', 'modern day', 'nationalism', 'older love interests', 'poisons', 'reverse r*pe', 'romantic subplot', 'ruthless protagonist', 'shameless protagonist', 'student-teacher relationship', 'unique cultivation technique']",,False,17k,,True,4144 chapters,False,c126,66.6,2000,4576,1883,2603,1407,1488,4.0,205,,"[183, 6491, 1164, 1139, 975, 14]","[3261, 74]"
9144,League of Legends: 700 Years Later,"['Ying Xiong Lian Meng Zhi Qi Bai Nian Hou', '英雄联盟之七百年后']",chinese,"['sinking into the sea', '沉入海底']","['action', 'martial arts']","['fanfiction', 'game elements', 'gamers', 'male protagonist', 'parody']",,,,,True,1656,False,c1,1238.0,2000,2000,3746,228,2221,5399,2.6,50,,,
2056,Soshite Fumetsu no Regunare,['そして不滅の神域封剣'],japanese,['masaki masamune'],"['action', 'comedy', 'ecchi', 'fantasy', 'harem', 'martial arts', 'mature', 'romance', 'school life', 'shounen', 'supernatural']","['artifacts', 'battle competition', 'beautiful female lead', 'character growth', 'clever protagonist', 'determined protagonist', 'genius protagonist', 'hidden abilities', 'love triangles', 'male protagonist', 'past plays a big role', 'protagonist strong from the start', 'roommates', 'royalty', 'strong love interests', 'sword and magic', 'sword wielder', 'transported to another world']",2015,False,media factory,,True,5 volumes,False,v2c1 part1,110.3,3441,4265,3454,2279,2013,1691,4.1,58,,,
6825,Dungeon Hunter,"['deonjeonsanyangkkun', '던전사냥꾼']",korean,"['onhu', '온후']","['action', 'adventure', 'fantasy', 'harem', 'mature', 'psychological', 'supernatural']","['angels', 'antihero protagonist', 'army building', 'artifacts', 'charismatic protagonist', 'cunning protagonist', 'demons', 'dragons', 'dungeon master', 'dungeons', 'dwarfs', 'elves', 'evil protagonist', 'fairies', 'fallen angels', 'game elements', 'gods', 'handsome male lead', 'hard-working protagonist', 'hiding true identity', 'humanoid protagonist', 'loyal subordinates', 'male protagonist', 'management', 'modern day', 'monsters', 'multiple realms', 'proactive protagonist', 'protagonist strong from the start', 'ruthless protagonist', 'schemes and conspiracies', 'second chance', 'servants', 'seven deadly sins', 'slaves', 'spirits', 'strong to stronger', 'sword and magic']",2015,False,kw books,,True,242 chapters,,c242,0.1,1944,2156,201,9994,280,152,4.1,920,"[5764, 12687]","[5764, 18089, 6949, 4471, 7236, 7720]","[9647, 9200, 8832, 8531, 8117]"
8334,Glory to Earth Magic,"['Glory for the Earth Magic!', 'Tsuchimahou ni Eikou wo!', 'Tsuchi mahō ni eikō o', '土魔法に栄光を']",japanese,['torimaru karasuma'],"['action', 'adventure', 'comedy', 'fantasy', 'harem', 'romance', 'school life']","['elemental magic', 'genius protagonist', 'male protagonist', 'reincarnation', 'spirits', 'sword and magic', 'underestimated protagonist', 'world travel']",2014,False,fujimi shobo,,True,201 chapters,False,c23,85.1,4469,5183,1473,2128,771,1798,3.5,106,,"[6612, 1668, 8122]",
9062,Teleporter,['テレポーター'],japanese,['sola'],"['action', 'fantasy', 'harem']","['magic', 'male protagonist']",,False,syosetu,,False,315 chapters,False,c0,1243.0,2000,2000,5488,160,2646,5859,4.2,6,,,
4316,Jiang Hu’s Road is Curved,"['Bi Bi Bi Xia', 'Jiang Hu Lu Wan Wan', '江湖路弯弯', '陛陛陛下']",chinese,"['ying zhao', '影照']","['action', 'comedy', 'drama', 'josei', 'martial arts', 'romance', 'wuxia']","['beautiful female lead', 'betrayal', 'character growth', 'cruel characters', 'cultivation', 'female protagonist', 'handsome male lead', 'love interest falls in love first', 'manipulative characters', 'misunderstandings', 'naive protagonist', 'near-death experience', 'obsessive love', 'revenge', 'secret identity', 'transmigration', 'transported to another world']",2012,False,jjwxc,,True,70 chapters,,special 3,6.5,2926,1764,1191,4081,1557,825,4.5,344,,"[7773, 10881, 3453, 10021, 7694, 6733]","[9403, 8973, 8950, 8928, 8696]"
5444,"Madam, Master Said to Eat Meal",['夫人，教主喊你回家吃饭'],chinese,"['ling luo shang', '零洛殇']","['fantasy', 'martial arts', 'mature', 'romance', 'shoujo']","['calm protagonist', 'cunning protagonist', 'female protagonist', 'kidnappings', 'love interest falls in love first', 'reverse harem']",2013,,zongheng,,True,192 chapters,False,c35 part3,99.4,4469,5188,3008,1329,2508,2617,3.1,87,,,
7867,Daily Issue Little Girl Misaki-chan!,['日刊幼女みさきちゃん！'],japanese,['下城米雪'],"['comedy', 'drama', 'romance', 'seinen', 'slice of life', 'tragedy']","['abandoned children', 'absent parents', 'caring protagonist', 'character growth', 'childcare', 'cute children', 'dishonest protagonist', 'doting parents', 'heartwarming', 'kind love interests', 'male protagonist', 'parent complex', 'poor protagonist']",2016,,syosetu,,True,120 chapters,False,c9,147.9,4469,5183,3328,958,1847,3148,4.2,47,,"[714, 1256, 698, 14187, 8122, 4488]",[932]
7835,Hakushaku Reijo ha Chito Tensei Mono,"['Hakushaku Reijo wa Cheat Tenseisha', ""The Count's Daughter is a Cheat Reincarnator"", '伯爵令嬢はチート転生者']",japanese,['猫柳\u3000鉄平'],"['action', 'adventure', 'fantasy', 'shoujo']","['aristocracy', 'female protagonist', 'gore', 'knights', 'nobles', 'overpowered protagonist', 'reincarnated in another world', 'sister complex', 'sword and magic', 'villainess noble girls']",2015,False,syosetu,,False,2 chapters,,v1c29,3.9,2580,2968,1194,2716,824,1422,3.6,150,,"[5280, 142, 4622, 5243, 4354, 8122]","[7671, 2376]"
8929,Neechan wa Chuunibyou,"['My Big Sister Lives in a Fantasy World', '姉ちゃんは中二病']",japanese,"['tsuyoshi fujitaka', '藤孝剛志']","['action', 'comedy', 'harem', 'romance', 'school life', 'supernatural']","['beautiful female lead', 'brother complex', 'caring protagonist', 'chuunibyou', 'dense protagonist', 'doting older siblings', 'game elements', 'handsome male lead', 'lack of common sense', 'magic', 'male protagonist', 'overpowered protagonist', 'protagonist strong from the start', 'siblings', 'special abilities', 'vampires', 'yandere']",2013,True,hobby japan,j-novel club,True,7 volumes,,,2000.0,3777,4550,3581,1189,1229,2783,3.9,60,,"[10753, 14187, 4685, 1898]",
8058,Tokyo Inroaded: Closed Eden,['東京侵域：クローズドエデン'],japanese,['kyouhei iwai'],"['action', 'drama', 'mystery', 'supernatural']",['modern day'],2015,False,kadokawa shoten,,False,3 volumes,False,v1c1 part4,262.4,2000,2000,5203,420,3967,4499,4.6,13,[528],,
8846,Maria Caria’s Adventure in Strange Lands,"['Maria Caria no Ikyou Bouken Tan', 'マリアカリアの異郷冒険譚']",japanese,['でれすけ'],"['drama', 'fantasy', 'seinen']","['male protagonist', 'military', 'politics', 'reincarnation', 'stoic characters']",2012,False,syosetu,,False,219,False,c6,208.3,2000,2000,5531,199,1925,5578,3.2,12,,,
8826,The Immortal Demon King and the Impaired Hero,"['The Immortal Demon King and the Half-baked Hero', '不死の魔王と成り損ない勇者']",japanese,['矢野優斗'],"['action', 'adventure', 'comedy', 'fantasy', 'mystery', 'romance', 'tragedy']","['demon lord', 'gods', 'immortals', 'magic', 'male protagonist', 'overpowered protagonist', 'protagonist strong from the start', 'reincarnation']",2015,False,syosetu,,False,41 chapters,False,c2,417.0,4469,4568,2944,1372,914,2557,4.3,84,,"[5081, 567]","[8749, 3539]"
421,"What Came to Mind During My Third Time in Another World Was to for Now, Get Naked.","['San shū me no isekai de omoitsuita no wa toriaezu hadaka ni naru koto deshita', '３周目の異世界で思いついたのは取り敢えず裸になる事でした']",japanese,"['kihara yu', '木原ゆう']","['adventure', 'comedy', 'ecchi', 'fantasy', 'gender bender', 'shoujo ai']","['demon lord', 'dragons', 'former hero', 'game elements', 'heroes', 'male to female', 'overpowered protagonist', 'protagonist strong from the start', 'r-15', 'reincarnated in another world', 'spirits']",2013,False,syosetu,,False,269 chapters,False,v2c14,92.3,2672,2625,1092,3427,3488,1038,3.0,176,,"[146, 10881, 19910]",
4300,A Mistaken Marriage Match: Mysteries in the Imperial Harem,['错嫁良缘之后宫疑云'],chinese,"['qian lu', '浅绿']","['drama', 'historical', 'josei', 'romance', 'tragedy']","['abusive characters', 'alternate world', 'ancient china', 'beautiful female lead', 'clever protagonist', 'depictions of cruelty', 'disfigurement', 'female protagonist', 'imperial harem', 'politics', 'polygamy', 'pregnancy', 'r*pe victim becomes lover', 'royalty', 'r*pe', 'schemes and conspiracies', 's*xual abuse', 'transmigration']",2011,False,xxsy,,True,115 chapters,,epilogue 2 (end),3.7,2580,2411,1476,2890,1823,1326,3.9,237,"[564, 2085, 9038, 11393]","[9010, 23504, 2147]","[8811, 7816, 7812, 7782, 7778]"
7249,Baito de Aku no Soshiki,"['Baito Saki wa Aku no Soshiki!', 'Part-Timing at Evil Organization', 'バイトで悪の組織', 'バイト先は「悪の組織」!?']",japanese,"['cherubim', 'ケルビム']","['action', 'comedy', 'romance', 'school life', 'sci-fi', 'shounen']","['adapted to manga', 'evil organizations', 'part-time job', 'secret organizations']",2012,False,enterbrain,,True,1,False,v1c5,276.6,2000,2000,3904,795,2494,3417,4.4,40,,[5314],[168]
6733,Falling Dreams of Fang Hua,"['Meng Luo Fang Hua', '梦落芳华']",chinese,"['ye guxie', '也顾偕']","['comedy', 'drama', 'fantasy', 'gender bender', 'romance', 'slice of life', 'tragedy', 'xianxia']","['amnesia', 'beautiful female lead', 'devoted love interests', 'doctors', 'female protagonist', 'handsome male lead', 'kind love interests', 'love triangles', 'misunderstandings', 'mythical beasts', 'past plays a big role', 'poisons', 'politics']",2009,,henan literature and art publishing house,,True,,,c65 part2 (end),3.9,2400,1958,1964,2658,2500,1457,4.1,186,,"[4316, 2153, 11805, 11809, 13556, 14663]","[8969, 8684, 7885, 7679, 7338]"
8860,Īkagen’ni shitara?,"[""Why don't you cut it out?"", 'いい加減にしたら？']",japanese,['のどか'],"['drama', 'school life', 'shoujo']","['broken engagement', 'oneshot', 'student council', 'twins']",2015,,syosetu,,True,,,short story,2000.0,4469,4573,3798,801,1543,3408,3.4,64,,"[8827, 5691, 9353, 7692, 9113]",[546]
6649,Peerless Demonic Lord,['绝世邪君'],chinese,"['shallow dawn', '晓浅']","['action', 'adventure', 'fantasy', 'harem', 'martial arts', 'xuanhuan']","['artifacts', 'betrayal', 'bloodlines', 'cultivation', 'dao comprehension', 'demonic cultivation technique', 'demons', 'gods', 'immortals', 'lucky protagonist', 'male protagonist', 'overpowered protagonist', 'poor protagonist', 'prophecies', 'revenge', 'romantic subplot', 'r*pe', 'sealed power', 'shameless protagonist', 'sudden strength gain', 'weak to strong']",2014,,17k,,True,2077 chapters,False,c29,87.7,2000,2000,2032,1338,1818,2604,3.4,146,,"[2065, 827]",
5636,Q. Maou-sama no Oshigoto wa? A. Mamono Nusume e no Tanetsuke Desu,"['Q. & A.', 'Q.Maou-sama A.Monmusu.', 'Q.魔王様のお仕事は？\u3000A.魔物娘への種付けです']",japanese,['灰神楽'],"['adult', 'ecchi', 'fantasy', 'harem', 'mature']","['c*nnilingus', 'demi-humans', 'demon lord', 'elves', 'fairies', 'first-time intercourse', 'f*llatio', 'heroes', 'h*ndjob', 'human-nonhuman relationship', 'loli', 'male protagonist', 'r-18', 'reverse r*pe', 'r*pe', 'transported to another world']",2013,False,syosetu,,False,68 chapters,False,c5,249.0,2000,2000,2927,3002,1009,1258,4.0,103,,,[3539]
5602,Kininaru Kanojo wo Tokoton Okashi Tsukusu Hanashi,"['The story of thoroughly ravishing the girl you like', '気になる彼女をとことん犯し尽くす話']",japanese,['ばるさみこす'],"['adult', 'ecchi', 'harem', 'mature', 'romance', 'school life']","['amnesia', 'blackmail', 'childhood friends', 'kidnappings', 'male protagonist', 'netori', 'r-18', 'r*pe victim becomes lover', 'r*pe', 'stockholm syndrome']",2016,False,syosetu,,False,56 chapters,False,c55,96.9,2510,3059,1727,3032,1503,1243,2.9,209,,"[4048, 6644]","[4555, 1718]"
8827,"Kon’yaku Haki Suru Kawari ni,-ka to wa en o Kira Sete Itadakimasu","['In Exchange for Annulling the Engagement, Allow Me to Cut Ties With My Family.', '婚約破棄する代わりに、家とは縁を切らせていただきます。']",japanese,"['osaki kaya', '大崎 カヤ']","['drama', 'fantasy', 'romance', 'shoujo']","['academy', 'appearance changes', 'aristocracy', 'broken engagement', 'calm protagonist', 'female protagonist', 'genius protagonist', 'hidden abilities', 'knights', 'magic', 'nobles', 'royalty', 'secret identity', 'short story', 'underestimated protagonist', 'villainess noble girls']",2015,False,syosetu,,True,2 chapters,,part2,0.5,2926,3238,2288,2712,1254,1423,4.0,184,,"[5280, 7692, 8399, 5570, 142, 7835]","[5997, 5882, 5194, 3243, 1048]"
8702,The Young Man Who Got the Anti-hero’s Power Swears to Revenge for the God World and Will Crush the Different World Hero Who Will Be Sent One after Another,"['Anti-Hero - A Young Man Who Obtained Power Swears Vengeance Upon the Divine World and Crushes Heroes Sent from a Parallel World One After Another', 'Anti Hero', '【アンチ勇者】力を手に入れた青年は、神界への復讐を胸に誓い、次々に送られてくる異世界勇者を撃破していく']",japanese,['takizawa souji'],"['action', 'fantasy', 'tragedy']","['antihero protagonist', 'betrayal', 'demon lord', 'demons', 'game elements', 'gods', 'heroes', 'humanoid protagonist', 'level system', 'male protagonist', 'royalty', 'ruthless protagonist', 'summoned hero']",2016,False,syosetu,,False,37 chapters,False,c5,210.0,3231,3933,2833,800,3313,3409,2.7,55,,,
7030,Loner Harem Meister,"['Bocchi no ore ga hāremu o ganbatte tsukuru made', 'Until I do my best to make a harem as a Loner', 'ボッチの俺がハーレムを頑張って作るまで']",japanese,['hiro'],"['comedy', 'drama', 'harem', 'romance', 'school life', 'shounen', 'slice of life']","['absent parents', 'books', 'bullying', 'gore', 'living alone', 'loner protagonist', 'male protagonist', 'marriage', 'misunderstandings', 'nurses', 'older love interests', 'polygamy', 'student-teacher relationship', 'teachers', 'tragic past']",2016,,syosetu,,False,23 chapters,False,c6,233.8,4469,4077,1346,2751,1813,1406,4.2,140,,"[140, 10266, 1256, 12493, 14187, 8122]",
7255,Danganronpa: Togami,"['Danganronpa: Togami Sekai Seifuku Misui Jōshūhan', 'ダンガンロンパ十神', 'ダンガンロンパ十神 世界征服未遂常習犯']",japanese,['sato yuya'],['adventure'],[],2015,False,seikaisha,,False,2 volumes,False,v1 coda,90.5,2000,2000,6300,162,5978,5846,3.9,8,[7253],,
6877,Hokuou Kizoku to Moukinzuma no Yukiguni Karigurashi,"['The Snow Country Hunting Life of the Northern Nobleman and the Raptor Wife', '北欧貴族と猛禽妻の雪国狩り暮らし']",japanese,"['emoto mashimesa', '江本マシメサ']","['comedy', 'josei', 'romance', 'slice of life']","['adapted to manga', 'androgynous characters', 'cohabitation', 'cooking', 'crafting', 'cute story', 'devoted love interests', 'european ambience', 'hard-working protagonist', 'heartwarming', 'male protagonist', 'marriage', 'multiple pov', 'nobles', 'older love interests', 'pregnancy', 'r-15', 'stoic characters', 'time skip']",2014,False,syosetu,,True,133 chapters,,side story 3,1.9,1665,2193,561,8597,1213,212,4.7,442,,"[714, 4015, 11973, 5691, 284, 4666]","[9739, 8861, 7819, 6750, 6480]"
8804,Konyaku Haki o Iiwatasa Remashitaga Watashi wa Anata no Fiansede wa Arimasen,"['I was told the engagement is cancelled, but I am not your fiancée', '婚約破棄を言い渡されましたが私は貴方の婚約者ではありません']",japanese,['i・b'],"['fantasy', 'romance', 'shoujo']","['aristocracy', 'arranged marriage', 'broken engagement', 'female protagonist', 'misunderstandings', 'nobles', 'oneshot']",2015,,,,True,,,short story,2000.0,4469,3177,2686,2082,1210,1830,4.1,180,,"[7692, 9196, 8827, 5691, 9353, 1793]","[7778, 5882, 3243, 933, 546]"
8342,Sonna Sekai wa Kowashite Shimae -Qualidea Code-,['そんな世界は壊してしまえ\u3000―クオリディア・コード―'],japanese,['sagara sou'],"['action', 'comedy', 'romance', 'school life', 'seinen', 'tragedy']",['adapted to anime'],2015,,media factory,,False,2 volumes,False,c1,643.0,2000,2000,4995,396,4520,4595,3.9,18,"[845, 1488, 8680]",,
8793,Aru Okugata ga Rikon Shite Jiyu o Mankitsu Suru Made no Hitorigoto,"['The monologue of a certain lady who got divorced and fully enjoyed her freedom', 'ある奥方が離婚して自由を満喫するまでの独り言']",japanese,['桜鳴 颯祈'],"['drama', 'josei']","['arranged marriage', 'jealousy', 'oneshot']",2012,False,syosetu,,True,,,short story,2000.0,2000,2000,4394,469,2093,4300,3.1,33,,[7722],
8791,Genjitsuda to Nishiki shi teru Shojo,"['A girl who recognizes it as reality', 'Genjitsu da to Ninshiki Shiteru Shoujo', '現実だと認識してる少女']",japanese,"['tsukuyo', '月詠']","['gender bender', 'romance', 'shoujo']","['aristocracy', 'female protagonist', 'nobles', 'oneshot', 'otome game', 'reincarnation']",2014,,syosetu,,True,,,c2,2000.0,3777,4093,3258,1007,1532,3055,3.5,92,,"[8827, 5691, 8804, 7692, 8758, 9113]","[3350, 3189, 546]"
8781,Hana ni wa Toge ga Arimasu,"['Flowers Have Thorns', '花には棘があります']",japanese,"['jikan ryoko', '時間旅行']","['comedy', 'fantasy', 'romance', 'shoujo']","['aristocracy', 'arranged marriage', 'female protagonist', 'misunderstandings', 'nobles', 'oneshot']",2011,False,syosetu,,True,,,short story,2000.0,3777,4270,3584,1182,1407,2791,3.6,77,,[1793],[546]
8304,Oreta Seiken to Teikan no Kenki,"['Oreta Seiken to Teikan no Kenhime', 'The Broken Holy Sword and The Sword Princess of The Imperial Crown', '折れた聖剣と帝冠の剣姫']",japanese,['kawaguchi tsukasa'],"['action', 'adventure', 'ecchi', 'fantasy']","['childhood friends', 'kingdoms']",2015,,ichijinsha,,False,4 volumes,False,v1c1 part2,322.3,2000,2000,4008,1041,2579,2997,4.5,39,,,[3860]
2340,Spectator,"['스펙테이터', '퓨전, 게임 Spectator']",korean,['약삼001'],"['mature', 'psychological', 'sci-fi', 'seinen', 'supernatural', 'tragedy']","['calm protagonist', 'male protagonist', 'second chance', 'tragic past']",,False,rs media,,True,327 chapters,False,,144.0,2000,2000,3268,988,2454,3096,4.4,67,,[12687],
8758,To aru Shoujo to sono Shinyu no Nichijo,"['The Daily Life of a Certain Girl and Her Best Friend', 'とある少女とその親友の日常。']",japanese,"['otakude neet', '小説情報']","['comedy', 'gender bender', 'romance', 'shoujo']","['aristocracy', 'childhood friends', 'childhood love', 'cross-dressing', 'cute story', 'dense protagonist', 'female protagonist', 'misunderstandings', 'nobles', 'oneshot', 'royalty']",2012,False,syosetu,,True,1 chapters,,short story,2000.0,2000,4573,3255,1050,1516,2984,4.1,108,,,"[5471, 3350, 546]"
8731,Earphones,,filipino,[],"['romance', 'school life', 'shoujo']","['female protagonist', 'music', 'oneshot']",,,wattpad,,True,,,oneshot,10.0,2000,2000,4794,223,4992,5428,3.8,25,,"[8423, 9024, 10927]",
7904,Link the Orc,['링크 더 오크'],korean,"['refrigerator', '냉장고1']","['action', 'adventure', 'fantasy']","['game elements', 'gods', 'male protagonist', 'monsters', 'orcs', 'parallel worlds', 'wars']",2016,,munpia,,True,228 chapters,False,c3,444.3,2000,2000,3590,508,2182,4180,3.9,40,,,
1775,RPG World,"['RPG W(・∀・)RLD – Roleplay World', 'RPG W(・∀・)RLD ―ろーぷれ・わーるど―']",japanese,"['yoru yoshikura', '吉村夜']","['adventure', 'fantasy', 'supernatural']","['gamers', 'mmorpg']",2009,False,fujimi shobo,,True,15 volumes,False,v1c1,1498.0,2000,2000,6341,111,6708,6197,3.4,13,,,
8534,The Last Apostle,['最后一个使徒'],chinese,"['juantu', 'volume of soil', '卷土']","['action', 'adventure', 'fantasy']","['fantasy world', 'game elements', 'magic', 'male protagonist', 'romantic subplot', 'slaves', 'summoning magic']",2016,False,qidian,,False,229,False,c5,211.8,2000,3494,4516,436,2877,4426,3.7,37,"[7422, 8545]",,[83]
5817,Reincarnated Into Other World With Cheat Like Ability ~Internet Was Strongest Even In Other World,['チート能力で異世界無双～インターネットは異世界でも最強だった件～'],japanese,['王水'],"['action', 'adventure', 'comedy', 'fantasy', 'harem', 'slice of life']","['cheats', 'guilds', 'male protagonist', 'overpowered protagonist', 'protagonist strong from the start', 'r-15', 'slaves', 'sword and magic', 'transmigration']",2016,,syosetu,,True,92 chapters,False,c56,88.1,4469,5167,1072,2202,1186,1743,2.9,118,,[8122],
164,Romance RPG,['戀愛RPG'],chinese,"['yu wo', '御我']","['action', 'adventure', 'fantasy', 'romance', 'shoujo', 'supernatural']","['antique shop', 'handsome male lead', 'honest protagonist', 'hot-blooded protagonist', 'male protagonist', 'mismatched couple', 'sentient objects', 'sharp-tongued characters', 'shy characters', 'singers', 'sword and magic', 'transported into a game world', 'ugly to beautiful']",2006,False,華中書局,,True,1 volumes,,short story 3,14.3,2000,2000,3875,917,3545,3224,3.6,61,,,
